;porosity;characteristical_pore_length;sample_id;MEAN_pore_row_length;median_pore_row_length;MEAN_material_row_length;median_material_row_length;sum_medians;sum_MEANS
275;0,1;30,0;5,0;55,13817330210773;48,0;266,4933814681107;324,0;372,0;321,6315547702185
276;0,15;5,0;5,0;11,488327470418932;10,0;59,12782805429864;43,0;53,0;70,61615552471757
277;0,15;10,0;5,0;19,143510577472842;16,0;101,74025974025975;79,0;95,0;120,88377031773258
278;0,15;15,0;5,0;32,99643493761141;27,0;138,652;112,0;139,0;171,6484349376114
279;0,15;20,0;5,0;42,877654196157735;37,0;144,50356633380883;107,0;144,0;187,38122052996658
280;0,15;25,0;5,0;57,06645056726094;53,0;238,94077448747151;275,5;328,5;296,00722505473243
281;0,15;30,0;5,0;59,1497005988024;47,0;233,24404086265608;268,0;315,0;292,3937414614585
282;0,2;5,0;5,0;12,187732803575862;10,0;45,049436652103935;35,0;45,0;57,2371694556798
283;0,2;10,0;5,0;24,995433789954337;22,0;83,18487037824055;69,0;91,0;108,18030416819488
284;0,2;15,0;5,0;35,647530040053404;28,0;104,75669764898852;86,0;114,0;140,40422768904193
285;0,2;20,0;5,0;40,953271028037385;36,0;140,88235294117646;107,0;143,0;181,83562396921386
286;0,2;25,0;5,0;51,38347457627118;42,0;156,81883479648843;138,0;180,0;208,2023093727596
287;0,2;30,0;5,0;56,20754716981132;39,0;158,95182724252493;135,5;174,5;215,15937441233626
288;0,25;5,0;5,0;12,978073946689596;11,0;37,96545342381246;27,0;38,0;50,94352737050206
289;0,25;10,0;5,0;27,867942583732056;25,0;77,75020815986677;60,0;85,0;105,61815074359883
290;0,25;15,0;5,0;37,33035143769968;30,0;106,01022727272728;79,0;109,0;143,34057871042697
291;0,25;20,0;5,0;43,427931292008964;38,0;116,1280298321939;99,0;137,0;159,55596112420287
292;0,25;25,0;5,0;51,71530886302596;47,0;156,02833333333334;133,0;180,0;207,7436421963593
293;0,25;30,0;5,0;86,04924760601915;78,0;162,8783542039356;143,5;221,5;248,92760180995475
294;0,3;5,0;5,0;14,428991185112634;12,0;32,60513796384396;25,0;37,0;47,034129148956595
295;0,3;10,0;5,0;29,565117172493277;25,0;56,4278038952317;47,0;72,0;85,99292106772498
296;0,3;15,0;5,0;43,321058688147296;38,0;88,75941422594143;65,0;103,0;132,08047291408872
297;0,3;20,0;5,0;48,88173455978975;43,0;93,32713347921225;73,0;116,0;142,208868039002
298;0,3;25,0;5,0;66,49632653061225;60,0;122,77927927927928;84,0;144,0;189,27560580989154
299;0,3;30,0;5,0;68,48087431693989;67,0;146,4578313253012;108,0;175,0;214,9387056422411
300;0,35;5,0;5,0;15,825910182960635;13,0;28,66294964028777;22,0;35,0;44,488859823248404
301;0,35;10,0;5,0;30,067534294759056;26,0;51,99413298565841;40,0;66,0;82,06166728041747
302;0,35;15,0;5,0;44,67893660531697;40,0;77,06992665036675;63,0;103,0;121,74886325568372
303;0,35;20,0;5,0;52,31120053655265;45,0;97,60607831677382;78,0;123,0;149,91727885332648
304;0,35;25,0;5,0;68,51155853840417;58,0;107,98730606488012;93,0;151,0;176,4988646032843
305;0,35;30,0;5,0;79,01075268817205;75,0;153,40308747855917;150,0;225,0;232,41384016673123
306;0,4;5,0;5,0;17,386590584878746;15,0;25,139935230952787;19,0;34,0;42,52652581583153
307;0,4;10,0;5,0;33,285714285714285;29,0;51,178221170104834;40,0;69,0;84,46393545581913
308;0,4;15,0;5,0;50,15291750503018;39,0;68,99145299145299;55,0;94,0;119,14437049648316
309;0,4;20,0;5,0;67,34248366013072;59,0;83,36230182031709;70,0;129,0;150,7047854804478
310;0,4;25,0;5,0;89,11385199240986;93,0;116,74961360123648;114,0;207,0;205,86346559364634
311;0,4;30,0;5,0;110,26904055390702;82,0;106,55865921787709;97,0;179,0;216,82769977178413
312;0,45;5,0;5,0;18,856994099271088;16,0;23,475550964187327;18,0;34,0;42,33254506345841
313;0,45;10,0;5,0;36,41700133868809;30,0;43,81788931788932;35,0;65,0;80,2348906565774
314;0,45;15,0;5,0;55,068767908309454;44,0;58,76121431807884;47,0;91,0;113,8299822263883
315;0,45;20,0;5,0;66,54118993135012;58,0;72,21436588103255;60,0;118,0;138,75555581238268
316;0,45;25,0;5,0;92,46725663716815;85,0;97,2401384083045;79,0;164,0;189,70739504547265
317;0,45;30,0;5,0;88,42724978973928;80,0;106,51942117288652;77,0;157,0;194,9466709626258
318;0,5;5,0;5,0;20,939430543572044;16,0;21,037087444709083;17,0;33,0;41,97651798828113
319;0,5;10,0;5,0;41,611481975967955;34,0;39,950863213811424;35,0;69,0;81,56234518977938
320;0,5;15,0;5,0;52,615591397849464;43,0;61,239558329332695;53,0;96,0;113,85514972718215
321;0,5;20,0;5,0;85,7933723196881;72,0;76,1726230613621;56,0;128,0;161,96599538105022
322;0,5;25,0;5,0;83,22245322245323;70,0;90,84363636363636;64,0;134,0;174,0660895860896
323;0,5;30,0;5,0;138,08767123287672;126,0;80,99654576856649;69,0;195,0;219,08421700144322
324;0,1;5,0;6,0;9,555642327215931;8,0;75,86102511179911;52,0;60,0;85,41666743901504
325;0,1;10,0;6,0;20,75354609929078;17,0;131,89880952380952;105,0;122,0;152,6523556231003
326;0,1;15,0;6,0;26,65163472378805;24,0;157,3276474769012;128,0;152,0;183,97928220068925
327;0,1;20,0;6,0;33,05440414507772;31,0;197,02154398563735;192,0;223,0;230,07594813071506
328;0,1;25,0;6,0;46,93812949640288;44,0;170,3111467522053;157,0;201,0;217,24927624860817
329;0,1;30,0;6,0;46,667808219178085;35,0;220,83772819472617;204,0;239,0;267,5055364139042
330;0,15;5,0;6,0;10,556100374963945;9,0;54,04616182572614;37,0;46,0;64,60226220069008
331;0,15;10,0;6,0;22,12676056338028;19,0;95,572153065929;69,0;88,0;117,69891362930929
332;0,15;15,0;6,0;32,97907188353048;27,0;145,67759944173065;125,0;152,0;178,65667132526113
333;0,15;20,0;6,0;45,9946380697051;44,0;175,57333333333332;142,0;186,0;221,56797140303843
334;0,15;25,0;6,0;43,40245261984393;40,0;172,73093042749372;152,0;192,0;216,13338304733765
335;0,15;30,0;6,0;72,4735294117647;70,0;195,32734530938123;191,0;261,0;267,80087472114593
336;0,2;5,0;6,0;12,450049455984175;11,0;44,11876699909338;33,0;44,0;56,56881645507755
337;0,2;10,0;6,0;22,079699953117675;17,0;77,30625;54,0;71,0;99,38594995311769
338;0,2;15,0;6,0;36,63165169315826;36,0;102,34221748400853;71,0;107,0;138,9738691771668
339;0,2;20,0;6,0;44,57243816254417;38,0;125,59328599096192;93,0;131,0;170,1657241535061
340;0,2;25,0;6,0;44,95218295218295;37,0;159,74346793349167;126,0;163,0;204,69565088567464
341;0,2;30,0;6,0;61,27947598253275;53,0;156,3476821192053;137,0;190,0;217,62715810173805
342;0,25;5,0;6,0;13,129421556387848;11,0;35,17694836588667;27,0;38,0;48,30636992227452
343;0,25;10,0;6,0;29,277227722772277;25,0;72,55887096774194;57,0;82,0;101,83609869051422
344;0,25;15,0;6,0;33,58117647058823;29,0;95,92240939254722;79,0;108,0;129,50358586313547
345;0,25;20,0;6,0;49,48184818481848;43,0;125,78382053025153;112,0;155,0;175,26566871507
346;0,25;25,0;6,0;62,41359223300971;49,0;181,98791540785498;154,0;203,0;244,40150764086468
347;0,25;30,0;6,0;53,097907949790795;53,0;126,1626129256428;101,0;154,0;179,2605208754336
348;0,3;5,0;6,0;15,021175539283593;13,0;32,456429942418424;24,0;37,0;47,477605481702014
349;0,3;10,0;6,0;27,198865650478552;23,0;59,692089393401915;46,0;69,0;86,89095504388047
350;0,3;15,0;6,0;38,19545903257651;33,5;75,63898916967509;56,0;89,5;113,8344482022516
351;0,3;20,0;6,0;51,62615493958778;43,0;103,27261833433194;91,0;134,0;154,89877327391972
352;0,3;25,0;6,0;74,38036809815951;67,0;122,51874521805662;113,0;180,0;196,89911331621613
353;0,3;30,0;6,0;76,7492385786802;69,0;126,41940298507463;95,0;164,0;203,16864156375482
354;0,35;5,0;6,0;15,937010808796124;13,0;28,986186841148672;21,0;34,0;44,9231976499448
355;0,35;10,0;6,0;32,12022630834512;26,0;50,963305785123964;40,0;66,0;83,08353209346907
356;0,35;15,0;6,0;44,459353574926546;35,0;70,16105550500455;61,0;96,0;114,62040907993111
357;0,35;20,0;6,0;49,88719684151156;42,0;91,92601291837933;90,0;132,0;141,8132097598909
358;0,35;25,0;6,0;64,35990888382688;49,0;130,38079739625712;121,0;170,0;194,740706280084
359;0,35;30,0;6,0;82,51917404129793;67,0;117,40379008746356;97,0;164,0;199,9229641287615
360;0,4;5,0;6,0;17,833816075307748;14,0;25,699298245614035;20,0;34,0;43,53311432092178
361;0,4;10,0;6,0;34,83696416022488;26,0;48,99361773597582;37,0;63,0;83,8305818962007
362;0,4;15,0;6,0;51,43910256410256;41,0;71,59653346172364;53,0;94,0;123,0356360258262
363;0,4;20,0;6,0;56,44291754756871;46,0;68,1508875739645;55,0;101,0;124,59380512153321
364;0,4;25,0;6,0;71,74702380952381;57,0;109,00366837857666;85,0;142,0;180,75069218810046
365;0,4;30,0;6,0;67,22197475872309;58,0;116,92051476154428;114,0;172,0;184,14248952026736
366;0,45;5,0;6,0;19,620812544547398;16,0;23,49965156794425;18,0;34,0;43,120464112491646
367;0,45;10,0;6,0;35,25746146277468;27,0;42,13913576463377;33,0;60,0;77,39659722740845
368;0,45;15,0;6,0;52,37416904083571;44,0;61,93103448275862;48,0;92,0;114,30520352359433
369;0,45;20,0;6,0;56,126541554959786;49,0;76,42919389978213;63,0;112,0;132,55573545474192
370;0,45;25,0;6,0;68,18046048537647;52,0;114,38682432432432;75,5;127,5;182,5672848097008
371;0,45;30,0;6,0;90,06869009584665;79,0;98,82959641255606;83,5;162,5;188,8982865084027
372;0,5;5,0;6,0;20,298943130347258;16,0;20,618224143664783;16,0;32,0;40,917167274012044
373;0,5;10,0;6,0;43,60552677029361;32,0;39,33819145412388;31,0;63,0;82,9437182244175
374;0,5;15,0;6,0;66,77956989247312;52,0;60,790135883241064;50,0;102,0;127,56970577571418
375;0,5;20,0;6,0;57,55794871794872;45,0;74,5435148792813;58,0;103,0;132,10146359723
376;0,5;25,0;6,0;77,9931506849315;63,0;91,37979094076655;75,0;138,0;169,37294162569805
377;0,5;30,0;6,0;98,05148833467418;74,0;85,20553633217993;60,0;134,0;183,2570246668541
378;0,1;5,0;7,0;9,31619937694704;8,0;74,96642929806714;56,0;64,0;84,28262867501418
379;0,1;10,0;7,0;18,23050259965338;16,0;136,64551555826725;122,0;138,0;154,87601815792064
380;0,1;15,0;7,0;27,710554951033732;25,0;168,7425057647963;142,0;167,0;196,45306071583005
381;0,1;20,0;7,0;29,619930475086907;29,0;182,40897755610973;147,0;176,0;212,02890803119664
382;0,1;25,0;7,0;38,717333333333336;34,0;171,12678288431061;149,0;183,0;209,84411621764394
383;0,1;30,0;7,0;46,09836065573771;46,0;229,27437185929648;214,0;260,0;275,37273251503416
384;0,15;5,0;7,0;10,319540229885057;9,0;53,571099154496544;38,0;47,0;63,8906393843816
385;0,15;10,0;7,0;19,687198714515265;18,0;95,43721356553621;74,0;92,0;115,12441228005147
386;0,15;15,0;7,0;32,08568980291345;26,0;137,09114927344783;112,0;138,0;169,17683907636126
387;0,15;20,0;7,0;30,107462686567164;25,0;161,09677419354838;149,0;174,0;191,20423688011556
388;0,15;25,0;7,0;55,99721835883171;49,0;164,44819277108434;151,0;200,0;220,44541112991604
389;0,15;30,0;7,0;61,12338858195212;52,0;198,50984067478913;188,0;240,0;259,63322925674123
390;0,2;5,0;7,0;11,882849342268553;10,0;46,251525105584236;34,0;44,0;58,13437444785279
391;0,2;10,0;7,0;21,805137289636846;18,0;81,3987525987526;58,0;76,0;103,20388988838944
392;0,2;15,0;7,0;34,70708546384222;33,0;107,85690879300928;85,0;118,0;142,56399425685152
393;0,2;20,0;7,0;46,124684077506316;43,0;131,56984785615492;111,0;154,0;177,69453193366124
394;0,2;25,0;7,0;56,02275312855517;41,0;159,2807160292921;128,0;169,0;215,30346915784727
395;0,2;30,0;7,0;60,54663212435233;55,0;175,29442970822282;166,0;221,0;235,84106183257515
396;0,25;5,0;7,0;13,509623797025371;11,0;37,58646153846154;27,0;38,0;51,09608533548691
397;0,25;10,0;7,0;26,663885025498377;23,0;75,96677471636953;57,0;80,0;102,6306597418679
398;0,25;15,0;7,0;35,81622911694511;30,0;101,24356869184456;84,0;114,0;137,05979780878965
399;0,25;20,0;7,0;40,35481635481636;35,0;111,23764145324598;73,0;108,0;151,59245780806233
400;0,25;25,0;7,0;61,875;39,0;154,25986842105263;116,0;155,0;216,13486842105263
401;0,25;30,0;7,0;66,2585635359116;62,0;139,22949586155005;92,0;154,0;205,48805939746165
402;0,3;5,0;7,0;14,56204963971177;12,0;33,63561804335091;25,0;37,0;48,197667683062676
403;0,3;10,0;7,0;26,30173943911963;23,0;58,73127147766323;52,0;75,0;85,03301091678286
404;0,3;15,0;7,0;34,0577915376677;30,0;89,99296128707893;63,0;93,0;124,05075282474662
405;0,3;20,0;7,0;45,52520740268028;41,0;100,03571428571429;83,0;124,0;145,56092168839456
406;0,3;25,0;7,0;77,03689687795648;62,0;126,60371517027863;119,0;181,0;203,6406120482351
407;0,3;30,0;7,0;51,744452945677125;41,0;150,8248299319728;133,0;174,0;202,56928287764993
408;0,35;5,0;7,0;16,435912129894938;13,0;30,088586030664395;23,0;36,0;46,52449816055933
409;0,35;10,0;7,0;31,111353711790393;24,0;54,12487275195114;41,0;65,0;85,23622646374153
410;0,35;15,0;7,0;47,43118279569892;42,0;71,45761166818596;63,0;105,0;118,88879446388489
411;0,35;20,0;7,0;70,11510791366906;63,0;112,42744817726948;91,0;154,0;182,54255609093855
412;0,35;25,0;7,0;65,46952789699571;59,0;123,7008797653959;122,0;181,0;189,1704076623916
413;0,35;30,0;7,0;86,40136830102622;73,0;157,41953488372093;140,0;213,0;243,82090318474715
414;0,4;5,0;7,0;18,0317880794702;15,0;27,58975304091412;21,0;36,0;45,62154112038432
415;0,4;10,0;7,0;37,427350427350426;31,0;46,433455028211085;37,0;68,0;83,86080545556152
416;0,4;15,0;7,0;43,071783295711064;32,0;71,88659298414224;55,0;87,0;114,9583762798533
417;0,4;20,0;7,0;62,429799426934096;56,0;94,86057692307692;71,0;127,0;157,290376350011
418;0,4;25,0;7,0;72,73691860465117;63,0;108,87603305785125;103,0;166,0;181,6129516625024
419;0,4;30,0;7,0;84,16538789428814;67,0;121,1880695940348;99,0;166,0;205,35345748832293
420;0,45;5,0;7,0;18,557039040054082;15,0;22,764438457652805;18,0;33,0;41,32147749770689
421;0,45;10,0;7,0;35,039891818796484;27,0;46,58932102834542;37,0;64,0;81,6292128471419
422;0,45;15,0;7,0;50,25370370370371;40,0;59,63811188811189;47,0;87,0;109,8918155918156
423;0,45;20,0;7,0;64,54797827398913;51,0;77,5964024732996;67,0;118,0;142,14438074728872
424;0,45;25,0;7,0;88,04970760233918;72,0;86,49166666666666;70,0;142,0;174,54137426900584
425;0,45;30,0;7,0;92,60899067005937;72,0;99,49743589743589;78,0;150,0;192,10642656749525
426;0,5;5,0;7,0;20,98168249660787;16,0;20,941298342541437;17,0;33,0;41,922980839149304
427;0,5;10,0;7,0;40,63588736083825;33,0;39,01193933526944;31,0;64,0;79,64782669610769
428;0,5;15,0;7,0;62,53287536800785;45,0;55,347457627118644;48,0;93,0;117,8803329951265
429;0,5;20,0;7,0;66,2152704135737;55,0;68,99368179207352;63,0;118,0;135,20895220564722
430;0,5;25,0;7,0;95,82072005878031;84,0;77,73948439620081;71,0;155,0;173,56020445498112
431;0,5;30,0;7,0;96,70616113744076;78,0;94,13978494623656;69,0;147,0;190,84594608367732
432;0,1;5,0;8,0;9,52016129032258;9,0;73,33222921497185;59,0;68,0;82,85239050529442
433;0,1;10,0;8,0;18,413273001508294;17,0;121,93698175787728;93,0;110,0;140,35025475938556
434;0,1;15,0;8,0;21,28727272727273;17,0;152,1868131868132;117,0;134,0;173,47408591408592
435;0,1;20,0;8,0;35,39310344827586;28,0;191,20272572402044;187,0;215,0;226,5958291722963
436;0,1;25,0;8,0;44,515;42,0;228,3356783919598;248,0;290,0;272,8506783919598
437;0,1;30,0;8,0;49,17546848381601;39,0;226,31832460732986;231,0;270,0;275,49379309114585
438;0,15;5,0;8,0;10,838859802210587;9,0;54,32426778242678;38,0;47,0;65,16312758463737
439;0,15;10,0;8,0;21,912947658402203;20,0;97,49548693586698;84,0;104,0;119,40843459426918
440;0,15;15,0;8,0;28,292576419213972;24,0;120,82415005861665;84,5;108,5;149,11672647783064
441;0,15;20,0;8,0;42,270391061452514;37,0;141,7017783857729;131,0;168,0;183,97216944722544
442;0,15;25,0;8,0;46,31742508324084;44,0;143,24735729386893;138,0;182,0;189,56478237710976
443;0,15;30,0;8,0;62,33851468048359;63,0;194,51210428305401;186,0;249,0;256,8506189635376
444;0,2;5,0;8,0;12,164646464646465;11,0;45,73141263940521;35,0;46,0;57,89605910405167
445;0,2;10,0;8,0;24,21390887290168;22,0;78,78250303766707;59,0;81,0;102,99641191056875
446;0,2;15,0;8,0;34,13381294964029;32,0;119,58474576271186;101,0;133,0;153,71855871235215
447;0,2;20,0;8,0;35,809983896940416;32,0;141,6129943502825;134,5;166,5;177,42297824722291
448;0,2;25,0;8,0;68,66511085180863;61,0;180,73203883495145;166,5;227,5;249,3971496867601
449;0,2;30,0;8,0;61,1764705882353;45,0;169,85507246376812;141,0;186,0;231,03154305200343
450;0,25;5,0;8,0;12,92359503262471;11,0;35,9225200547838;27,0;38,0;48,84611508740851
451;0,25;10,0;8,0;27,411867364746946;23,0;70,99454403741231;55,0;78,0;98,40641140215925
452;0,25;15,0;8,0;36,80814576634512;33,0;85,63186012627489;61,0;94,0;122,44000589262001
453;0,25;20,0;8,0;47,23857868020305;41,0;120,94884910485933;111,0;152,0;168,18742778506237
454;0,25;25,0;8,0;55,16288252714709;45,0;141,34529147982062;129,0;174,0;196,5081740069677
455;0,25;30,0;8,0;69,66193853427896;65,0;168,99727520435968;149,0;214,0;238,65921373863864
456;0,3;5,0;8,0;14,43783892347861;12,0;33,614368932038836;26,0;38,0;48,052207855517445
457;0,3;10,0;8,0;29,77777777777778;23,0;65,89312977099236;47,0;70,0;95,67090754877015
458;0,3;15,0;8,0;34,0;25,0;87,32840236686391;62,0;87,0;121,32840236686391
459;0,3;20,0;8,0;57,95839524517088;51,0;108,01293661060802;88,5;139,5;165,97133185577889
460;0,3;25,0;8,0;76,5285848172446;54,0;116,8412017167382;76,0;130,0;193,3697865339828
461;0,3;30,0;8,0;82,35546475995915;67,0;122,94240837696336;91,0;158,0;205,2978731369225
462;0,35;5,0;8,0;16,36516424751719;13,0;29,828122074517882;24,0;37,0;46,19328632203507
463;0,35;10,0;8,0;29,518745739604636;26,0;52,90313961255845;41,0;67,0;82,42188535216309
464;0,35;15,0;8,0;43,82681272822118;33,0;78,49049244271087;64,0;97,0;122,31730517093206
465;0,35;20,0;8,0;49,85415345592898;44,0;91,1171960569551;77,5;121,5;140,97134951288407
466;0,35;25,0;8,0;67,29156999226605;43,0;141,19034852546918;129,0;172,0;208,4819185177352
467;0,35;30,0;8,0;78,0278019113814;54,0;132,18909710391821;107,0;161,0;210,21689901529962
468;0,4;5,0;8,0;17,91934306569343;15,0;25,996458296440586;20,0;35,0;43,91580136213402
469;0,4;10,0;8,0;35,432499118787455;29,0;46,84760051880674;36,0;65,0;82,28009963759419
470;0,4;15,0;8,0;42,9766590389016;37,0;64,02372881355932;55,0;92,0;107,00038785246092
471;0,4;20,0;8,0;74,74702380952381;68,0;85,47604967474867;70,0;138,0;160,22307348427248
472;0,4;25,0;8,0;67,72160664819944;57,0;102,44258872651356;72,0;129,0;170,16419537471302
473;0,4;30,0;8,0;83,91246431969553;84,0;145,05827937095282;132,0;216,0;228,97074369064836
474;0,45;5,0;8,0;19,908828828828828;16,0;24,083437779767234;19,0;35,0;43,99226660859606
475;0,45;10,0;8,0;38,94366702547542;31,0;46,258983050847455;38,0;69,0;85,20265007632287
476;0,45;15,0;8,0;54,56517412935323;45,0;64,62464183381088;48,0;93,0;119,18981596316411
477;0,45;20,0;8,0;74,5055900621118;64,0;68,1449591280654;59,0;123,0;142,6505491901772
478;0,45;25,0;8,0;72,09855453350855;64,0;89,04937458854509;73,0;137,0;161,14792912205365
479;0,45;30,0;8,0;80,32911392405063;68,0;88,90006798096533;76,0;144,0;169,22918190501596
480;0,5;5,0;8,0;22,234046377853677;17,0;21,620388522545;17,0;34,0;43,85443490039867
481;0,5;10,0;8,0;38,31367548613325;30,0;39,3846639318397;30,0;60,0;77,69833941797295
482;0,5;15,0;8,0;58,794401544401545;49,0;60,1161542215715;46,0;95,0;118,91055576597304
483;0,5;20,0;8,0;91,6477495107632;72,0;70,37306397306398;67,0;139,0;162,02081348382717
484;0,5;25,0;8,0;93,62146892655367;74,0;70,5787821720025;67,0;141,0;164,20025109855618
485;0,5;30,0;8,0;104,107202680067;80,0;99,7487603305785;87,0;167,0;203,8559630106455
486;0,1;5,0;9,0;9,793352022426912;9,0;75,63305898491083;53,0;62,0;85,42641100733775
487;0,1;10,0;9,0;19,09162098668755;17,0;124,22297297297297;103,0;120,0;143,31459395966053
488;0,1;15,0;9,0;23,720156555772995;22,0;148,55854643337818;116,0;138,0;172,27870298915118
489;0,1;20,0;9,0;36,415754923413566;32,0;211,4425925925926;220,5;252,5;247,85834751600618
490;0,1;25,0;9,0;32,81785714285714;29,0;235,57380457380458;243,5;272,5;268,3916617166617
491;0,1;30,0;9,0;53,32235294117647;57,0;212,15458015267177;174,0;231,0;265,47693309384823
492;0,15;5,0;9,0;10,718275652701882;9,0;58,08698060941828;44,0;53,0;68,80525626212017
493;0,15;10,0;9,0;20,276338514680482;17,0;97,25544738062123;70,0;87,0;117,53178589530171
494;0,15;15,0;9,0;31,277408637873755;28,0;132,4022988505747;105,0;133,0;163,67970748844846
495;0,15;20,0;9,0;44,08154020385051;37,0;156,95049504950495;141,0;178,0;201,03203525335545
496;0,15;25,0;9,0;62,07058823529412;53,0;184,13097345132743;166,5;219,5;246,20156168662155
497;0,15;30,0;9,0;56,1791483113069;58,0;212,0430769230769;256,0;314,0;268,2222252343838
498;0,2;5,0;9,0;11,64840947141832;10,0;43,71893095768374;33,0;43,0;55,36734042910206
499;0,2;10,0;9,0;23,630709426627796;21,0;84,3142979819665;69,0;90,0;107,94500740859431
500;0,2;15,0;9,0;30,946091644204852;28,0;112,15549295774647;90,0;118,0;143,10158460195132
501;0,2;20,0;9,0;43,139748953974895;39,0;135,27832167832167;123,5;162,5;178,41807063229658
502;0,2;25,0;9,0;45,1778801843318;40,0;148,80941533788913;127,0;167,0;193,98729552222093
503;0,2;30,0;9,0;56,66591928251121;60,0;169,38501742160278;150,0;210,0;226,050936704114
504;0,25;5,0;9,0;12,841725090291057;11,0;37,526230174867834;29,0;40,0;50,36795526515889
505;0,25;10,0;9,0;25,597826086956523;22,0;71,11842105263158;53,5;75,5;96,71624713958809
506;0,25;15,0;9,0;36,703917790622995;31,0;100,18773333333333;76,0;107,0;136,8916511239563
507;0,25;20,0;9,0;50,281225451688925;45,0;136,90771558245083;112,0;157,0;187,18894103413976
508;0,25;25,0;9,0;61,97731958762886;58,0;150,1884646628757;127,0;185,0;212,16578425050457
509;0,25;30,0;9,0;72,19246861924687;56,0;213,99557032115172;279,0;335,0;286,1880389403986
510;0,3;5,0;9,0;15,160754105007095;13,0;32,84677730605944;24,0;37,0;48,00753141106653
511;0,3;10,0;9,0;29,29230769230769;26,0;60,02132954141486;48,0;74,0;89,31363723372255
512;0,3;15,0;9,0;42,63417569193742;35,0;96,3174778761062;69,0;104,0;138,9516535680436
513;0,3;20,0;9,0;54,25195618153364;49,0;118,53306342780027;108,0;157,0;172,78501960933392
514;0,3;25,0;9,0;66,82342807924203;59,0;116,2625;88,0;147,0;183,08592807924202
515;0,3;30,0;9,0;55,97691197691198;48,0;143,33561643835617;110,0;158,0;199,31252841526816
516;0,35;5,0;9,0;16,23193340900492;13,0;29,0825721592985;22,0;35,0;45,31450556830342
517;0,35;10,0;9,0;28,91873038018835;24,0;55,4343365253078;42,0;66,0;84,35306690549615
518;0,35;15,0;9,0;48,693557422969185;40,0;77,75799311362519;58,0;98,0;126,45155053659437
519;0,35;20,0;9,0;47,54249857387336;45,0;91,85113636363636;78,5;123,5;139,39363493750972
520;0,35;25,0;9,0;63,636087945413195;60,0;112,47486033519553;82,0;142,0;176,11094828060874
521;0,35;30,0;9,0;98,6434023991276;80,0;148,6;142,5;222,5;247,2434023991276
522;0,4;5,0;9,0;17,278532369024518;14,0;25,322541759944894;20,0;34,0;42,601074128969415
523;0,4;10,0;9,0;31,392305162775404;26,0;47,63810130614846;37,0;63,0;79,03040646892386
524;0,4;15,0;9,0;44,983621474067334;38,0;67,65092592592593;62,0;100,0;112,63454739999327
525;0,4;20,0;9,0;64,74167776298269;53,0;93,39949431099873;75,0;128,0;158,1411720739814
526;0,4;25,0;9,0;74,20029239766082;62,0;103,01076812634602;95,0;157,0;177,21106052400683
527;0,4;30,0;9,0;76,29411764705883;62,0;116,2162615255658;89,0;151,0;192,51037917262462
528;0,45;5,0;9,0;19,45438627210646;16,0;23,31464391433049;18,0;34,0;42,76903018643695
529;0,45;10,0;9,0;37,22826463456876;29,0;47,470486710390055;36,0;65,0;84,69875134495882
530;0,45;15,0;9,0;54,494105586878526;44,0;66,35502392344497;53,0;97,0;120,84912951032351
531;0,45;20,0;9,0;77,07772697583279;66,0;71,38504777965149;46,0;112,0;148,46277475548428
532;0,45;25,0;9,0;75,15112994350282;53,0;87,32577189666037;67,0;120,0;162,47690184016318
533;0,45;30,0;9,0;80,93919413919414;72,0;104,0355761794277;91,0;163,0;184,97477031862184
534;0,5;5,0;9,0;20,636240244316255;16,0;21,263357462943812;17,0;33,0;41,89959770726007
535;0,5;10,0;9,0;38,386034255599476;30,0;40,408933626926704;31,0;61,0;78,79496788252618
536;0,5;15,0;9,0;62,444215938303344;45,0;54,933748332592266;43,0;88,0;117,3779642708956
537;0,5;20,0;9,0;82,09318028359216;67,0;81,09067017082786;72,0;139,0;163,18385045442002
538;0,5;25,0;9,0;82,9795918367347;62,0;81,14775725593668;74,5;136,5;164,12734909267138
539;0,5;30,0;9,0;91,400790513834;84,0;93,01078360891445;81,0;165,0;184,41157412274845
